"tty","label"
"IN","Colistimethate"
"IN","Collagenase"
"IN","Collagenase Clostridium Histolyticum"
"IN","Collagenase clostridium histolyticum"
"IN","Conivaptan"
"IN","Conjugated Estrogens"
"IN","Conjugated estrogens"
"IN","Copanlisib"
"IN","Copper oxodotreotide Cu-64"
"IN","Corticotropin"
"IN","Cortisone"
"IN","Corynebacterium Diphtheriae Toxoid antigen (Formaldehyde inactivated)"
"IN","Corynebacterium diphtheriae"
"IN","Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated)"
"IN","Cosyntropin"
"IN","Crisaborole"
"IN","Crizanlizumab"
"IN","Crizotinib"
"IN","Crofelemer"
"IN","Cromoglicic acid"
"IN","Cromolyn"
"IN","Crotalus adamanteus antivenin"
"IN","Crotalus atrox antivenin"
"IN","Crotalus scutulatus antivenin"
"IN","Cyanocobalamin"
"IN","Cyclobenzaprine"
"IN","Cyclosporine"
"IN","Cysteamine"
"IN","Cytarabine"
"IN","Cytomegalovirus Immune Globulin (Human)"
"IN","DABIGATRAN"
"IN","DABRAFENIB"
"IN","DACARBAZINE"
"IN","DACTINOMYCIN"
"IN","DALBAVANCIN"
"IN","DALFAMPRIDINE"
"IN","DALTEPARIN"
"IN","DANAZOL"
"IN","DANTROLENE"
"IN","DAPAGLIFLOZIN"
"IN","DAPIPRAZOLE"
"IN","DAPSONE"
"IN","DAPTOMYCIN"
"IN","DARATUMUMAB"
"IN","DARBEPOETIN ALFA,RECOMBINANT"
"IN","DARIDOREXANT"
"IN","DARIFENACIN"
"IN","DARUNAVIR"
"IN","DASIGLUCAGON"
"IN","DAUNORUBICIN"
"IN","DECITABINE"
"IN","DEFERASIROX"
"IN","DEFERIPRONE"
"IN","DEFEROXAMINE"
"IN","DEFLAZACORT"
"IN","DEGARELIX"
"IN","DELAFLOXACIN"
"IN","DEMECLOCYCLINE"
"IN","DENOSUMAB"
"IN","DEOXYCHOLIC ACID"
"IN","DESFLURANE"
"IN","DESIPRAMINE"
"IN","DESIRUDIN"
"IN","DESLORATADINE"
"IN","DESMOPRESSIN"
"IN","DESOGESTREL"
"IN","DESONIDE"
"IN","DESOXIMETASONE"
"IN","DESOXYCHOLIC ACID"
"IN","DESVENLAFAXINE"
"IN","DEUCRAVACITINIB"
"IN","DEXAMETHASONE"
"IN","DEXLANSOPRAZOLE"
"IN","DEXMEDETOMIDINE"
"IN","DEXMETHYLPHENIDATE"
"IN","DEXRAZOXANE"
"IN","DEXTRAN 40"
"IN","DEXTRAN 70"
"IN","DEXTRAN 75"
"IN","DEXTRAN HM"
"IN","DEXTROAMPHETAMINE"
"IN","DEXTROMETHORPHAN"
"IN","DIAZEPAM"
"IN","DIAZOLIDINYL UREA"
"IN","DIBENZOTHIAZYL DISULFIDE"
"IN","DIBUCAINE"
"IN","DICHLORPHENAMIDE"
"IN","DICLOFENAC"
"IN","DICLOXACILLIN"
"IN","DICYCLOMINE"
"IN","DIDANOSINE"
"IN","DIENOGEST"
"IN","DIETHYLENETRIAMINE PENTAACETIC ACID"
"IN","DIETHYLPROPION"
"IN","DIFELIKEFALIN"
"IN","DIFENOXIN"
"IN","DIFLORASONE"
"IN","DIFLUNISAL"
"IN","DIGOXIN"
"IN","DIGOXIN IMMUNE FAB (OVINE)"
"IN","DIHYDROCODEINE"
"IN","DIHYDROERGOTAMINE"
"IN","DILTIAZEM"
"IN","DIMERCAPROL"
"IN","DINOPROSTONE"
"IN","DINUTUXIMAB"
"IN","DIPHENHYDRAMINE"
"IN","DIPHENOXYLATE"
"IN","DIPHTHERIA TOXOID"
"IN","DIPYRIDAMOLE"
"IN","DISOPYRAMIDE"
"IN","DISULFIRAM"
"IN","DIVALPROEX"
"IN","DOBUTAMINE"
"IN","DOFETILIDE"
"IN","DOLASETRON"
"IN","DOLUTEGRAVIR"
"IN","DONEPEZIL"
"IN","DOPAMINE"
"IN","DORAVIRINE"
"IN","DORNASE ALFA,rDNA"
"IN","DORZOLAMIDE"
"IN","DOSTARLIMAB"
"IN","DOXAPRAM"
"IN","DOXAZOSIN"
"IN","DOXEPIN"
"IN","DOXERCALCIFEROL"
"IN","DOXORUBICIN"
"IN","DOXYCYCLINE"
"IN","DOXYLAMINE"
"IN","DRONABINOL"
"IN","DRONEDARONE"
"IN","DROPERIDOL"
"IN","DROSPIRENONE"
"IN","DULAGLUTIDE"
"IN","DULOXETINE"
"IN","DUPILUMAB"
"IN","DURLOBACTAM"
"IN","DURVALUMAB"
"IN","DUTASTERIDE"
"IN","Dabigatran"
"IN","Dabrafenib"
"IN","Dacarbazine"
"IN","Dactinomycin"
"IN","Dalbavancin"
"IN","Dalfampridine"
"IN","Dalteparin"
"IN","Danazol"
"IN","Dantrolene"
"IN","Dapagliflozin"
"IN","Dapiprazole"
"IN","Dapsone"
"IN","Daptomycin"
"IN","Daratumumab"
"IN","Darbepoetin Alfa"
"IN","Darbepoetin alfa"
"IN","Daridorexant"
"IN","Darifenacin"
"IN","Darunavir"
"IN","Dasiglucagon"
"IN","Daunorubicin"
"IN","Decitabine"
"IN","Deferasirox"
"IN","Deferiprone"
"IN","Deferoxamine"
"IN","Deflazacort"
"IN","Degarelix"
"IN","Delafloxacin"
"IN","Demeclocycline"
"IN","Denosumab"
"IN","Deoxycholic Acid"
"IN","Deoxycholic acid"
"IN","Desflurane"
"IN","Desipramine"
"IN","Desirudin"
"IN","Desloratadine"
"IN","Desmopressin"
"IN","Desogestrel"
"IN","Desonide"
"IN","Desoximetasone"
"IN","Desvenlafaxine"
"IN","Deucravacitinib"
"IN","Dexamethasone"
"IN","Dexlansoprazole"
"IN","Dexmedetomidine"
"IN","Dexmethylphenidate"
"IN","Dexrazoxane"
"IN","Dextran 40"
"IN","Dextran 70"
"IN","Dextroamphetamine"
"IN","Dextromethorphan"
"IN","Dextropropoxyphene"
"IN","Diatrizoic Acid"
"IN","Diazepam"
"IN","Diazolidinyl urea"
"IN","Diazolidinylurea"
"IN","Dibucaine"
"IN","Dichlorphenamide"
"IN","Diclofenac"
"IN","Diclofenamide"
"IN","Dicloxacillin"
"IN","Dicyclomine"
"IN","Didanosine"
"IN","Dienogest"
"IN","Diethylpropion"
"IN","Difelikefalin"
"IN","Difenoxin"
"IN","Diflorasone"
"IN","Diflunisal"
"IN","Digoxin"
"IN","Digoxin Immune Fab (Ovine)"
"IN","Dihematoporphyrin ether"
"IN","Dihydrocodeine"
"IN","Dihydroergotamine"
"IN","Diltiazem"
"IN","Dimercaprol"
"IN","Dinoprostone"
"IN","Dinutuximab"
"IN","Dipentamethylenethiuram disulfide"
"IN","Diphenhydramine"
"IN","Diphenoxylate"
"IN","Diphenylguanidine"
"IN","Dipyridamole"
"IN","Disopyramide"
"IN","Disperse Blue 106"
"IN","Disulfiram"
"IN","Ditiocarb zinc"
"IN","Dobutamine"
"IN","Dofetilide"
"IN","Dolasetron"
"IN","Dolutegravir"
"IN","Donepezil"
"IN","Dopamine"
"IN","Doravirine"
"IN","Dornase Alfa"
"IN","Dornase alfa"
"IN","Dorzolamide"
"IN","Dostarlimab"
"IN","Dotatate Gallium GA-68"
"IN","Dotatate gallium Ga-68"
"IN","Doxapram"
"IN","Doxazosin"
"IN","Doxepin"
"IN","Doxercalciferol"
"IN","Doxorubicin"
"IN","Doxycycline"
"IN","Doxylamine"
"IN","Dronabinol"
"IN","Dronedarone"
"IN","Droperidol"
"IN","Drospirenone"
"IN","Dulaglutide"
"IN","Duloxetine"
"IN","Dupilumab"
"IN","Durlobactam"
"IN","Durvalumab"
"IN","Dutasteride"
"IN","ECALLANTIDE"
"IN","ECONAZOLE"
"IN","ECULIZUMAB"
"IN","EDOXABAN"
"IN","EFAVIRENZ"
"IN","EFGARTIGIMOD ALFA"
"IN","EFINACONAZOLE"
"IN","EFLAPEGRASTIM"
"IN","EFLORNITHINE"
"IN","ELACESTRANT"
"IN","ELAGOLIX"
"IN","ELBASVIR"
"IN","ELETRIPTAN"
"IN","ELIGLUSTAT"
"IN","ELOSULFASE ALFA"
"IN","ELOTUZUMAB"
"IN","ELTROMBOPAG"
"IN","ELUXADOLINE"
"IN","ELVITEGRAVIR"
"IN","EMAPALUMAB"
"IN","EMPAGLIFLOZIN"
"IN","EMTRICITABINE"
"IN","ENALAPRIL"
"IN","ENASIDENIB"
"IN","ENFUVIRTIDE"
"IN","ENOXAPARIN"
"IN","ENTACAPONE"
"IN","ENZALUTAMIDE"
"IN","EPHEDRINE"
"IN","EPINASTINE"
"IN","EPINEPHRINE"
"IN","EPIRUBICIN"
"IN","EPLERENONE"
"IN","EPOETIN ALFA,RECOMBINANT"
"IN","EPOPROSTENOL"
"IN","EPROSARTAN"
"IN","EPTIFIBATIDE"
"IN","EPTINEZUMAB"
"IN","ERAVACYCLINE"
"IN","ERDAFITINIB"
"IN","ERGOCALCIFEROL"
"IN","ERGOTAMINE"
"IN","ERIBULIN"
"IN","ERLOTINIB"
"IN","ERTAPENEM"
"IN","ERYTHROMYCIN"
"IN","ESCITALOPRAM"
"IN","ESMOLOL"
"IN","ESOMEPRAZOLE"
"IN","ESTAZOLAM"
"IN","ESTETROL"
"IN","ESTRADIOL"
"IN","ESTRADIOL 17-BETA"
"IN","ESTRAMUSTINE"
"IN","ESTROGENS,CONJUGATED"
"IN","ETANERCEPT"
"IN","ETELCALCETIDE"
"IN","ETEPLIRSEN"
"IN","ETHACRYNIC ACID"
"IN","ETHAMBUTOL"
"IN","ETHINYL ESTRADIOL"
"IN","ETHIODIZED OIL"
"IN","ETHIONAMIDE"
"IN","ETHOSUXIMIDE"
"IN","ETHYLHEXYL P-METHOXYCINNAMATE"
"IN","ETODOLAC"
"IN","ETOMIDATE"
"IN","ETONOGESTREL"
"IN","ETOPOSIDE"
"IN","ETRAVIRINE"
"IN","EUGENOL"
"IN","EVEROLIMUS"
"IN","EVINACUMAB"
"IN","EVOLOCUMAB"
"IN","EXEMESTANE"
"IN","EXENATIDE"
"IN","EZETIMIBE"
"IN","Ecallantide"
"IN","Echothiophate"
"IN","Econazole"
"IN","Eculizumab"
"IN","Edetic Acid"
"IN","Edetic acid"
"IN","Edoxaban"
"IN","Efavirenz"
"IN","Efgartigimod Alfa"
"IN","Efgartigimod alfa"
"IN","Efinaconazole"
"IN","Eflapegrastim"
"IN","Eflornithine"
"IN","Elacestrant"
"IN","Elagolix"
"IN","Elbasvir"
"IN","Eletriptan"
"IN","Eliglustat"
"IN","Elosulfase Alfa"
"IN","Elosulfase alfa"
"IN","Elotuzumab"
"IN","Eltrombopag"
"IN","Eluxadoline"
"IN","Elvitegravir"
"IN","Emapalumab"
"IN","Empagliflozin"
"IN","Emtricitabine"
"IN","Enalapril"
"IN","Enasidenib"
"IN","Enfuvirtide"
"IN","Enoxaparin"
"IN","Entacapone"
"IN","Enzalutamide"
"IN","Ephedrine"
"IN","Epinastine"
"IN","Epinephrine"
"IN","Epirubicin"
"IN","Eplerenone"
"IN","Epoetin"
"IN","Epoetin Alfa"
"IN","Epoprostenol"
"IN","Eprosartan"
"IN","Eptacog Alfa Activated"
"IN","Eptifibatide"
"IN","Eptinezumab"
"IN","Eravacycline"
"IN","Erdafitinib"
"IN","Ergocalciferol"
"IN","Ergotamine"
"IN","Eribulin"
"IN","Erlotinib"
"IN","Ertapenem"
"IN","Erythromycin"
"IN","Erythropoietin"
"IN","Escitalopram"
"IN","Esmolol"
"IN","Esomeprazole"
"IN","Estazolam"
"IN","Estetrol"
"IN","Estradiol"
"IN","Estramustine"
"IN","Etacrynic acid"
"IN","Etanercept"
"IN","Etelcalcetide"
"IN","Eteplirsen"
"IN","Ethacrynic Acid"
"IN","Ethambutol"
"IN","Ethanolamine"
"IN","Ethinyl Estradiol"
"IN","Ethinylestradiol"
"IN","Ethiodized oil"
"IN","Ethionamide"
"IN","Ethosuximide"
"IN","Ethylenediamine"
"IN","Ethylparaben"
"IN","Etidronic acid"
"IN","Etodolac"
"IN","Etomidate"
"IN","Etonogestrel"
"IN","Etoposide"
"IN","Etravirine"
"IN","Eugenol"
"IN","Evernia prunastri"
"IN","Evernia prunastri extract"
"IN","Everolimus"
"IN","Evinacumab"
"IN","Evolocumab"
"IN","Exemestane"
"IN","Exenatide"
"IN","Ezetimibe"
"IN","FACTOR IX,HUMAN"
"IN","FACTOR IX,RECOMBINANT"
"IN","FACTOR VIIa,RECOMBINANT"
"IN","FACTOR X,HUMAN"
"IN","FACTOR XIII,HUMAN"
"IN","FAMCICLOVIR"
"IN","FAMOTIDINE"
"IN","FAMPRIDINE"
"IN","FAMPRIDINE (4-AMINOPYRIDINE)"
"IN","FEBUXOSTAT"
"IN","FELBAMATE"
"IN","FELODIPINE"
"IN","FENOFIBRATE"
"IN","FENOFIBRIC ACID"
"IN","FENOLDOPAM"
"IN","FENOPROFEN"
"IN","FENTANYL"
"IN","FERRIC NA GLUCONATE"
"IN","FERRIC NA GLUCONATE COMPLEX"
"IN","FERUMOXIDES"
"IN","FERUMOXYTOL"
"IN","FEXINIDAZOLE"
"IN","FEXOFENADINE"
"IN","FIDAXOMICIN"
"IN","FILGRASTIM"
"IN","FINASTERIDE"
"IN","FINERENONE"
"IN","FINGOLIMOD"
"IN","FLAVOXATE"
"IN","FLECAINIDE"
"IN","FLORBETAPIR F-18"
"IN","FLOXURIDINE"
"IN","FLUCONAZOLE"
"IN","FLUCYTOSINE"
"IN","FLUDARABINE"
"IN","FLUDEOXYGLUCOSE F 18"
"IN","FLUMAZENIL"
"IN","FLUOCINOLONE ACETONIDE"
"IN","FLUOCINONIDE"
"IN","FLUORESCEIN"
"IN","FLUOROMETHOLONE"
"IN","FLUOROURACIL"
"IN","FLUOXETINE"
"IN","FLUOXYMESTERONE"
"IN","FLUPHENAZINE"
"IN","FLURANDRENOLIDE"
"IN","FLURAZEPAM"
"IN","FLURBIPROFEN"
"IN","FLUTAMIDE"
"IN","FLUTEMETAMOL F-18"
"IN","FLUTICASONE"
"IN","FLUVASTATIN"
"IN","FLUVOXAMINE"
"IN","FOLLICLE STIMULATING HORMONE"
"IN","FOLLITROPIN"
"IN","FOMEPIZOLE"
"IN","FONDAPARINUX"
"IN","FORMALDEHYDE"
"IN","FORMOTEROL"
"IN","FOSAPREPITANT"
"IN","FOSCARNET"
"IN","FOSDENOPTERIN"
"IN","FOSINOPRIL"
"IN","FROVATRIPTAN"
"IN","FULVESTRANT"
"IN","FUROSEMIDE"
"IN","FUTIBATINIB"
"IN","Factor IX, recombinant"
"IN","Factor XIII (human)"
"IN","Famciclovir"
"IN","Famotidine"
"IN","Febuxostat"
"IN","Felbamate"
"IN","Felodipine"
"IN","Fenofibrate"
"IN","Fenofibric Acid"
"IN","Fenofibric acid"
"IN","Fenoldopam"
"IN","Fenoprofen"
"IN","Fentanyl"
"IN","Ferric cation"
"IN","Ferumoxides"
"IN","Ferumoxytol"
"IN","Fexinidazole"
"IN","Fexofenadine"
"IN","Fibrinogen human"
"IN","Fidaxomicin"
"IN","Filgrastim"
"IN","Filgrastim (E. coli)"
"IN","Finasteride"
"IN","Finerenone"
"IN","Fingolimod"
"IN","Flavin Mononucleotide"
"IN","Flavin mononucleotide"
"IN","Flavoxate"
"IN","Flecainide"
"IN","Florbetaben F 18"
"IN","Florbetaben F-18"
"IN","Florbetapir (18F)"
"IN","Florbetapir F 18"
"IN","Flotufolastat F-18"
"IN","Floxuridine"
"IN","Fluciclovine (18F)"
"IN","Fluciclovine F-18"
"IN","Fluconazole"
"IN","Flucytosine"
"IN","Fludarabine"
"IN","Fludeoxyglucose (18F)"
"IN","Flumazenil"
"IN","Fluocinolone Acetonide"
"IN","Fluocinolone acetonide"
"IN","Fluocinonide"
"IN","Fluorescein"
"IN","Fluoride ion F-18"
"IN","Fluoroestradiol F-18"
"IN","Fluorometholone"
"IN","Fluorouracil"
"IN","Fluoxetine"
"IN","Fluoxymesterone"
"IN","Fluphenazine"
"IN","Flurandrenolide"
"IN","Flurazepam"
"IN","Flurbiprofen"
"IN","Flutamide"
"IN","Flutemetamol (18F)"
"IN","Fluticasone"
"IN","Fluvastatin"
"IN","Fluvoxamine"
"IN","Follitropin"
"IN","Fomepizole"
"IN","Fondaparinux"
"IN","Foreskin fibroblast (neonatal)"
"IN","Foreskin keratinocyte (neonatal)"
"IN","Formaldehyde"
"IN","Formoterol"
"IN","Fosaprepitant"
"IN","Foscarnet"
"IN","Fosdenopterin"
"IN","Fosinopril"
"IN","Frovatriptan"
"IN","Fulvestrant"
"IN","Furosemide"
"IN","Futibatinib"
"IN","GADOBUTROL"
"IN","GADODIAMIDE"
"IN","GADOTERIDOL"
"IN","GALANTAMINE"
"IN","GALLIUM DOTATATE,GA-68"
"IN","GALSULFASE"
"IN","GANAXOLONE"
"IN","GANCICLOVIR"
"IN","GANIRELIX"
"IN","GEFITINIB"
"IN","GEMCITABINE"
"IN","GEMFIBROZIL"
"IN","GEMIFLOXACIN"
"IN","GEMTUZUMAB OZOGAMICIN"
"IN","GENTAMICIN"
"IN","GIVOSIRAN"
"IN","GLASDEGIB"
"IN","GLECAPREVIR"
"IN","GLIMEPIRIDE"
"IN","GLIPIZIDE"
"IN","GLUCAGON"
"IN","GLUCARPIDASE"
"IN","GLUCONO-DELTA-LACTONE"
"IN","GLYBURIDE"
"IN","GLYCERIN"
"IN","GLYCOPYRRONIUM"
"IN","GOLIMUMAB"
"IN","GOLODIRSEN"
"IN","GRANISETRON"
"IN","GRISEOFULVIN"
"IN","GUAIFENESIN"
"IN","GUANABENZ"
"IN","GUANFACINE"
"IN","GUSELKUMAB"
"IN","Gadobutrol"
"IN","Gadodiamide"
"IN","Gadoteridol"
"IN","Galantamine"
"IN","Gallium GA-68 Gozetotide"
"IN","Gallium Ga-68 gozetotide"
"IN","Galsulfase"
"IN","Ganaxolone"
"IN","Ganciclovir"
"IN","Ganirelix"
"IN","Gefitinib"
"IN","Gemcitabine"
"IN","Gemfibrozil"
"IN","Gemifloxacin"
"IN","Gemtuzumab Ozogamicin"
"IN","Gemtuzumab ozogamicin"
"IN","Gentamicin"
"IN","Geraniol"
"IN","Givosiran"
"IN","Glasdegib"
"IN","Glecaprevir"
"IN","Glimepiride"
"IN","Glipizide"
"IN","Glucagon"
"IN","Glucarpidase"
"IN","Gluconolactone"
"IN","Glyburide"
"IN","Glycerin"
"IN","Glycerol"
"IN","Glycopyrronium"
"IN","Golimumab"
"IN","Golodirsen"
"IN","Goserelin"
"IN","Granisetron"
"IN","Griseofulvin"
"IN","Guaifenesin"
"IN","Guanabenz"
"IN","Guanfacine"
"IN","Guselkumab"
"IN","HALCINONIDE"
"IN","HALOBETASOL"
"IN","HALOPERIDOL"
"IN","HEPATITIS B"
"IN","HEPATITIS B IMMUNE GLOBULIN"
"IN","HEPATITIS B IMMUNE GLOBULIN,HUMAN"
"IN","HETASTARCH"
"IN","HEXACHLOROPHENE"
"IN","HISTRELIN"
"IN","HISTRELINE"
"IN","HOMATROPINE"
"IN","HYDRALAZINE"
"IN","HYDROCHLOROTHIAZIDE"
"IN","HYDROCODONE"
"IN","HYDROCORTISONE"
"IN","HYDROFLUMETHIAZIDE"
"IN","HYDROMORPHONE"
"IN","HYDROQUINONE"
"IN","HYDROXOCOBALAMIN"
"IN","HYDROXYAMPHETAMINE"
"IN","HYDROXYCHLOROQUINE"
"IN","HYDROXYETHYL STARCH"
"IN","HYDROXYPROGESTERONE"
"IN","HYDROXYPROPYL CELLULOSE"
"IN","HYDROXYUREA"
"IN","HYDROXYZINE"
"IN","Haemophilus B polysach conjugat with meningococcal"
"IN","Haemophilus Influenzae Type B Capsular Polysaccharide Meningococcal Outer Membrane Protein Conjugate antigen"
"IN","Haemophilus Influenzae Type B Strain 1482 Capsular Polysaccharide Tetanus Toxoid Conjugate antigen"
"IN","Haemophilus Influenzae Type B Strain 20752 Capsular Polysaccharide Tetanus Toxoid Conjugate antigen"
"IN","Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine"
"IN","Haemophilus influenzae type B capsular polysaccharide meningococcal outer membrane protein conjugate antigen"
"IN","Haemophilus influenzae type B strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen"
"IN","Haemophilus influenzae type B strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen"
"IN","Halcinonide"
"IN","Haloperidol"
"IN","Hepatitis A Virus Strain CR 326F antigen (Formaldehyde inactivated)"
"IN","Hepatitis A Virus Strain HM175 antigen (Formaldehyde inactivated)"
"IN","Hepatitis B Immune Globulin"
"IN","Hepatitis B Immune Globulin (Human)"
"IN","Hepatitis B Surface Antigen"
"IN","Hepatitis B Virus Subtype ADW HBSAG Surface Protein antigen"
"IN","Hepatitis B Virus Subtype ADW2 HBSAG Surface Protein antigen"
"IN","Hepatitis B immune globulin"
"IN","Hetastarch"
"IN","Hexachlorophene"
"IN","Histrelin"
"IN","Homatropine"
"IN","Human C1-esterase inhibitor"
"IN","Human Papillomavirus Type 11 L1 Capsid Protein antigen"
"IN","Human Papillomavirus Type 16 L1 Capsid Protein Residues 2-471 antigen"
"IN","Human Papillomavirus Type 16 L1 Capsid Protein antigen"
"IN","Human Papillomavirus Type 18 L1 Capsid Protein antigen"
"IN","Human Papillomavirus Type 6 L1 Capsid Protein antigen"
"IN","Human Rho(D) immune globulin"
"IN","Human Rotavirus A Type G1P7(5) Strain WI79 Live antigen"
"IN","Human Rotavirus A Type G2P7(5) Strain SC2 Live antigen"
"IN","Human Rotavirus A Type G3P7(5) Strain WI78 Live antigen"
"IN","Human Rotavirus A Type G4P7(5) Strain BRB Live antigen"
"IN","Human Rotavirus A Type G6P1A(8) Strain WI79 Live antigen"
"IN","Human Thrombin"
"IN","Human Vaccinia Virus Immune Globulin"
"IN","Human adenovirus e serotype 4 strain cl-68578 antigen"
"IN","Human albumin microspheres"
"IN","Human botulinum neurotoxin A/B immune globulin"
"IN","Human cord blood hematopoietic progenitor cell"
"IN","Human cytomegalovirus immune globulin"
"IN","Human immunoglobulin G"
"IN","Human papillomavirus type 11 L1 capsid protein antigen"
"IN","Human papillomavirus type 16 L1 capsid protein antigen"
"IN","Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen"
"IN","Human papillomavirus type 18 L1 capsid protein antigen"
"IN","Human papillomavirus type 6 L1 capsid protein antigen"
"IN","Human thrombin"
"IN","Human vaccinia virus immune globulin"
"IN","Hyaluronidase"
"IN","Hyaluronidase (Bovine)"
"IN","Hyaluronidase (Human recombinant)"
"IN","Hyaluronidase (Ovine)"
"IN","Hyaluronidase (human recombinant)"
"IN","Hyaluronidase (ovine)"
"IN","Hydralazine"
"IN","Hydrochlorothiazide"
"IN","Hydrocodone"
"IN","Hydrocortisone"
"IN","Hydroflumethiazide"
"IN","Hydromorphone"
"IN","Hydroquinone"
"IN","Hydroxocobalamin"
"IN","Hydroxyamphetamine"
"IN","Hydroxychloroquine"
"IN","Hydroxycitronellal"
"IN","Hydroxyethyl Starch"
"IN","Hydroxyethyl Starches/Hetastarch"
"IN","Hydroxypropyl Cellulose"
"IN","Hydroxypropyl cellulose"
"IN","Hydroxyurea"
"IN","Hydroxyzine"
"IN","IBREXAFUNGERP"
"IN","IBRITUMOMAB TIUXETAN"
"IN","IBRUTINIB"
"IN","IBUPROFEN"
"IN","IBUTILIDE"
"IN","ICATIBANT"
"IN","IDARUBICIN"
"IN","IDARUCIZUMAB"
"IN","IDELALISIB"
"IN","IDOXURIDINE"
"IN","IDURSULFASE"
"IN","IFOSFAMIDE"
"IN","ILOPERIDONE"
"IN","ILOPROST"
"IN","IMATINIB"
"IN","IMIDUREA"
"IN","IMIGLUCERASE"
"IN","IMIPRAMINE"
"IN","INDAPAMIDE"
"IN","INDIUM IN -111 PENTETREOTIDE"
"IN","INDOCYANINE GREEN"
"IN","INDOMETHACIN"
"IN","INEBILIZUMAB"
"IN","INFLIXIMAB"
"IN","INOTERSEN"
"IN","INOTUZUMAB OZOGAMICIN"
"IN","INSULIN"
"IN","INSULIN,ASPART,HUMAN/rDNA"
"IN","INSULIN,DEGLUDEC,HUMAN/RDNA"
"IN","INSULIN,GLARGINE,HUMAN/rDNA"
"IN","INSULIN,GLULISINE,HUMAN"
"IN","INSULIN,LISPRO,HUMAN/rDNA"
"IN","INSULIN,REGULAR,HUMAN/SEMISYNTHETIC"
"IN","INSULIN,REGULAR,HUMAN/rDNA"
"IN","INTERFERON ALFA 2-B"
"IN","INTERFERON ALFA-2B"
"IN","INTERFERON ALFA-2B,RECOMBINANT"
"IN","INTERFERON ALFA-3N"
"IN","INTERFERON BETA-1A"
"IN","INTERFERON BETA-1B"
"IN","INTERFERON GAMMA-1B"
"IN","INV-REMDESIVIR"
"IN","IOBENGUANE-131"
"IN","IODIXANOL"
"IN","IOFLUPANE I-123"
"IN","IOHEXOL"
"IN","IOPAMIDOL"
"IN","IOPROMIDE"
"IN","IOVERSOL"
"IN","IPILIMUMAB"
"IN","IPRATROPIUM"
"IN","IRBESARTAN"
"IN","IRINOTECAN"
"IN","IRON SUCROSE"
"IN","ISATUXIMAB"
"IN","ISOCARBOXAZID"
"IN","ISOFLURANE"
"IN","ISONIAZID"
"IN","ISOPROTERENOL"
"IN","ISOSORBIDE DINITRATE"
"IN","ISOSORBIDE MONONITRATE"
"IN","ISOTRETINOIN"
"IN","ISRADIPINE"
"IN","ITRACONAZOLE"
"IN","IVABRADINE"
"IN","IVACAFTOR"
"IN","IVERMECTIN"
"IN","IVOSIDENIB"
"IN","IXABEPILONE"
"IN","IXAZOMIB"
"IN","IXEKIZUMAB"
"IN","Ibalizumab"
"IN","Ibandronic acid"
"IN","Ibrexafungerp"
"IN","Ibritumomab Tiuxetan (Murine)"
"IN","Ibritumomab tiuxetan"
"IN","Ibrutinib"
"IN","Ibuprofen"
"IN","Ibutilide"
"IN","Icatibant"
"IN","Idarubicin"
"IN","Idarucizumab"
"IN","Idelalisib"
"IN","Idoxuridine"
"IN","Idursulfase"
"IN","Ifosfamide"
"IN","Iloperidone"
"IN","Iloprost"
"IN","Imatinib"
"IN","Imidurea"
"IN","Imiglucerase"
"IN","Imipramine"
"IN","Immune Globulin"
"IN","Indapamide"
"IN","Indigotindisulfonic acid"
"IN","Indium In-111 chloride"
"IN","Indium In-111 oxyquinoline"
"IN","Indium In-111 pentetreotide"
"IN","Indium-111 Pentetreotide"
"IN","Indocyanine Green"
"IN","Indocyanine green"
"IN","Indomethacin"
"IN","Inebilizumab"
"IN","Infliximab"
"IN","Influenza B Virus Brisbane 60/2008 antigen"
"IN","Influenza B virus B/Brisbane/60/2008 antigen (UV, formaldehyde inactivated)"
"IN","Influenza B virus B/Brisbane/60/2008 antigen (formaldehyde inactivated)"
"IN","Influenza B virus B/Brisbane/60/2008 antigen (propiolactone inactivated)"
"IN","Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (UV, formaldehyde inactivated)"
"IN","Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated)"
"IN","Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated)"
"IN","Influenza B virus B/Brisbane/60/2008 live (attenuated) antigen"
"IN","Influenza B virus B/Brisbane/60/2008 recombinant hemagglutinin antigen"
"IN","Inotersen"
"IN","Inotuzumab ozogamicin"
"IN","Insulin Aspart"
"IN","Insulin Aspart (Recombinant)"
"IN","Insulin Degludec"
"IN","Insulin Detemir"
"IN","Insulin Detemir (Recombinant)"
"IN","Insulin Glargine"
"IN","Insulin Glulisine"
"IN","Insulin Human"
"IN","Insulin Lispro"
"IN","Insulin aspart"
"IN","Insulin degludec"
"IN","Insulin detemir"
"IN","Insulin glargine"
"IN","Insulin glulisine"
"IN","Insulin human"
"IN","Insulin lispro"
"IN","Interferon Alfa-2B"
"IN","Interferon Alfa-2b (E. coli)"
"IN","Interferon Beta-1B"
